"""conference""","""year""","""doi""","""title""","""citationCount""","""download6weeks""","""download12months""","""downloadAll""","""keywords""","""pageNumber""","""authors"""
CHI,3,http://dx.doi.org/10.1145/642611.642628,Books with voices: paper transcripts as a physical interface to oral histories,37,16,87,"1,542",audio input/output; graphical user interfaces; input devices and strategies; interactive paper; reading; user-centered design; video retrieval,8,"81100364989, Scott R. Klemmer, University of California, Berkeley, CA; 81100495774, Jamey Graham, Ricoh Innovations, Menlo Park, CA; 81410591859, Gregory J. Wolff, Ricoh Innovations, Menlo Park, CA; 81100103519, James A. Landay, University of California, Berkeley, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642630,Shorthand writing on stylus keyboard,75,19,190,"2,193",design; experimentation; human factors; human information processing; mobile; pervasive computing; text-entry,8,"81408591988, Shumin Zhai, IBM Research, Almaden Center, San Jose, CA; 81100362804, Per-Ola Kristensson, Link&#246;ping University, Sweden; "
CHI,3,http://dx.doi.org/10.1145/642611.642631,High precision touch screen interaction,78,54,428,"5,407",evaluation/methodology; input devices and strategies; performance,8,"81385593166, P&#228;r-Anders Albinsson, Swedish Defence Research Agency, Link&#246;ping, Sweden and Link&#246;ping University, Link&#246;ping, Sweden; 81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, CA and Link&#246;ping University, Link&#246;ping, Sweden; "
CHI,3,http://dx.doi.org/10.1145/642611.642632,"Metrics for text entry research: an evaluation of MSD and KSPC, and a new unified error metric",86,5,83,683,user/machine systems,8,"81100181833, R. William Soukoreff, York University, Toronto, Ontario, Canada; 81100367406, I. Scott MacKenzie, University of Tampere, Tampere, Finland and York University, Toronto, Ontario, Canada; "
CHI,3,http://dx.doi.org/10.1145/642611.642634,Shiny happy people building trust?: photos on e-commerce websites and consumer trust,32,29,158,"3,475",business; evaluation/methodology; human factors; marketing; screen design; trust; web-based services,8,"81100305214, Jens Riegelsberger, University College London/UCL, UK; 81100499004, M. Angela Sasse, University College London/UCL, UK; 81100383349, John D. McCarthy, University College London/UCL, UK; "
CHI,3,http://dx.doi.org/10.1145/642611.642635,"Unpacking ""privacy"" for a networked world",236,60,380,"5,027","access regulation; computer conferencing, teleconferencing, and videoconferencing; data monitoring; privacy; surveillance; time management",8,"81100610626, Leysia Palen, University of Colorado, Boulder, CO; 81100521529, Paul Dourish, University of California, Irvine, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642636,Usability and privacy: a study of Kazaa P2P file-sharing,44,11,100,"3,790",evaluation/methodology; peer-to-peer networks,8,"81423596141, Nathaniel S. Good, University of California, Berkeley, CA; 81100000912, Aaron Krekelberg, University of Minnesota, MN; "
CHI,3,http://dx.doi.org/10.1145/642611.642638,Electronic voting system usability issues,21,10,101,"4,484",direct recording electronic; evaluation/methodology; screen design,8,"81100083927, Benjamin B. Bederson, University of Maryland, College Park, MD; 81409593205, Bongshin Lee, University of Maryland, College Park, MD; 81332527335, Robert M. Sherman, University of Maryland, College Park, MD; 81100545016, Paul S. Herrnson, University of Maryland, College Park, MD; 81100338513, Richard G. Niemi, University of Rochester, Rochester, NY; "
CHI,3,http://dx.doi.org/10.1145/642611.642639,Usability and biometric verification at the ATM interface,25,12,92,"5,525",atms; iris verification; usability techniques,8,"81100191442, Lynne Coventry; 81100647415, Antonella De Angeli; 81100449044, Graham Johnson; "
CHI,3,http://dx.doi.org/10.1145/642611.642641,Can you see what i hear?: the design and evaluation of a peripheral sound display for the deaf,9,8,80,"2,276",assistive technologies for persons with disabilities; audio input/output; deaf; evaluation/methodology; human factors; peripheral and ambient and notification displays; sound visualization,8,"81100134045, F. Wai-ling Ho-Ching, University of California at Berkeley, Berkeley, CA; 81100650762, Jennifer Mankoff, University of California at Berkeley, Berkeley, CA; 81100103519, James A. Landay, University of California at Berkeley, Berkeley, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642642,Heuristic evaluation of ambient displays,130,31,314,"4,201",ambient displays; evaluation/methodology; heuristic evaluation; user interfaces,8,"81100650762, Jennifer Mankoff, UC, Berkeley, Berkeley, CA; 81100327371, Anind K. Dey, Intel Research, Berkeley, CA; 81343495056, Gary Hsieh, UC, Berkeley, Berkeley, CA; 81319495216, Julie Kientz, University of Toledo, Toledo, OH; 81100586721, Scott Lederer, UC, Berkeley, Berkeley, CA; 81100499551, Morgan Ames, UC, Berkeley, Berkeley, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642644,Human on-line response to target expansion,42,3,55,"1,052",design; experimentation; human factors; input devices and strategies; theory and methods,8,"81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, CA; 81100322683, St&#233;phane Conversy, Universit&#233; Paris-Sud, Orsay, France; 81100644686, Michel Beaudouin-Lafon, Universit&#233; Paris-Sud, Orsay, France; 81100143867, Yves Guiard; "
CHI,3,http://dx.doi.org/10.1145/642611.642645,An interface for creating and manipulating curves using a high degree-of-freedom curve input device,19,2,52,981,curve editing; high degree-of-freedom input; methodology and techniques,8,"81100477897, Tovi Grossman, University of Toronto, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Canada; 81335497253, Karan Singh, University of Toronto, Canada; "
CHI,3,http://dx.doi.org/10.1145/642611.642646,Refining Fitts' law models for bivariate pointing,52,5,88,"1,505",design; experimentation; human factors; human performance; pointing; theory,8,"81100509407, Johnny Accot, IBM Almaden Research Center, San Jose, CA; 81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642648,Fisheyes are good for large steering tasks,32,2,41,"1,147",design; fisheye views; interaction styles; steering law; theory and methods,8,"81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Saskatchewan, Canada; 81100133304, Amy Skopik, University of Saskatchewan, Saskatoon, Saskatchewan, Canada; "
CHI,3,http://dx.doi.org/10.1145/642611.642649,Women go with the (optical) flow,28,4,44,"1,513","artificial, augmented, and virtual realities; gender; human factors; navigation; performance; screen design; user study",7,"81100255664, Desney S. Tan, Carnegie Mellon University, Pittsburgh, PA; 81100280834, Mary Czerwinski, Microsoft Research, Redmond, WA; 81452612822, George Robertson, Microsoft Research, Redmond, WA; "
CHI,3,http://dx.doi.org/10.1145/642611.642650,"With similar visual angles, larger displays improve spatial performance",42,5,75,"1,924",field of view; human factors; large display; presence; screen design; user-centered design,8,"81100255664, Desney S. Tan, Carnegie Mellon University, Pittsburgh, PA; 81100246470, Darren Gergle, Carnegie Mellon University, Pittsburgh, PA; 81100126432, Peter Scupelli, Carnegie Mellon University, Pittsburgh, PA; 81100493478, Randy Pausch, Carnegie Mellon University, Pittsburgh, PA; "
CHI,3,http://dx.doi.org/10.1145/642611.642652,Design-oriented human-computer interaction,73,68,761,"8,487",design; design-orientation; human factors; prototyping; sketching; software process; theory,8,"81100018490, Daniel Fallman, Umea University, Sweden; "
CHI,3,http://dx.doi.org/10.1145/642611.642653,Ambiguity as a resource for design,223,48,368,"4,270",ambiguity; human factors; interaction styles; theory and methods,8,"81100104022, William W. Gaver, The Royal College of Art, London, UK; 81350578663, Jacob Beaver, The Royal College of Art, London, UK; 81100619971, Steve Benford, University of Nottingham, Nottingham, UK; "
CHI,3,http://dx.doi.org/10.1145/642611.642654,Sense and sensibility: evaluation and interactive art,45,13,201,"2,864",affective computing; evaluation; interactive art,8,"81341491415, Kristina H&#246;&#246;k, SICS/Swedish Insitute of Computer Science, Kista, Sweden; 81100397464, Phoebe Sengers, Cornell University, Ithaca, NY; 81100100427, Gerd Andersson, SICS/Swedish Insitute of Computer Science, Kista, Sweden; "
CHI,3,http://dx.doi.org/10.1145/642611.642656,Cognitive strategies and eye movements for searching hierarchical computer displays,29,6,66,"2,125",cognitive modeling; cognitive strategies; epic; eye movements; graphical user interfaces; human factors; screen design; theory and methods; visual search,8,"81100426680, Anthony J. Hornof, University of Oregon, Eugene, OR; 81100229966, Tim Halverson, University of Oregon, Eugene, OR; "
CHI,3,http://dx.doi.org/10.1145/642611.642657,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study,84,15,94,"1,959",context-aware computing; learning; sensor-based interfaces; user interfaces,8,"81328488846, Scott Hudson, Carnegie Mellon University, Pittsburgh, PA; 81100142271, James Fogarty, Carnegie Mellon University, Pittsburgh, PA; 81100336339, Christopher Atkeson, Carnegie Mellon University, Pittsburgh, PA; 81100367734, Daniel Avrahami, Carnegie Mellon University, Pittsburgh, PA; 81100492013, Jodi Forlizzi, Carnegie Mellon University, Pittsburgh, PA; 81100476487, Sara Kiesler, Carnegie Mellon University, Pittsburgh, PA; 81388599173, Johnny Lee, Carnegie Mellon University, Pittsburgh, PA; 81548022688, Jie Yang, Carnegie Mellon University, Pittsburgh, PA; "
CHI,3,http://dx.doi.org/10.1145/642611.642658,Simple cognitive modeling in a complex cognitive architecture,23,6,53,"1,987",act-r; cognitive modeling; evaluation/methodology; human factors; prototyping,8,"81100289294, Dario D. Salvucci, Drexel University, Philadelphia, PA; 81536794756, Frank J. Lee, Rensselaer Polytechnic Institute, Troy, NY; "
CHI,3,http://dx.doi.org/10.1145/642611.642660,Hardware companions?: what online AIBO discussion forums reveal about the human-robotic relationship,35,6,60,"1,461","artificial, augmented, and virtual realities; companionship; human factors; human values; moral development; online discussion forums; robotic pets; software psychology; value sensitive design",8,"81100636215, Batya Friedman, University of Washington/UW, Seattle, WA; 81408592441, Peter H. Kahn, Jr., University of Washington/UW, Seattle, WA; 81100338676, Jennifer Hagman, University of Washington/UW, Seattle, WA; "
CHI,3,http://dx.doi.org/10.1145/642611.642661,Media inequality in conversation: how people behave differently when interacting with computers and people,21,5,48,"1,766",assertiveness; computer-mediated communication; design; discourse analysis; human factors; human information processing; interaction design; natural language; psychology; social responses to communication technologies; theory; theory and models; web-based interaction,8,"81100537961, Nicole Shechtman, SRI International, Menlo Park, CA and Stanford University, Stanford, CA; 81100479679, Leonard M. Horowitz, Stanford University, Stanford, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642662,Designing social presence of social actors in human computer interaction,26,15,164,"1,918",computers are social actors; evaluation/methodology; human information processing; presence; social presence; user-centered design,8,"81100389859, Kwan Min Lee, University of Southern California, Los Angeles, CA; 81100153283, Clifford Nass, Stanford University, Stanford, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642664,The challenges of user-centered design and evaluation for infrastructure,27,8,66,"2,891",design; domain-specific architectures; evaluation/methodology; human factors; user interfaces,8,"81100595699, W. Keith Edwards, Palo Alto Research Center, Palo Alto, CA; 81100464780, Victoria Bellotti, Palo Alto Research Center, Palo Alto, CA; 81100327371, Anind K. Dey, Intel Research Lab at Berkeley, Berkeley, CA; 81406594629, Mark W. Newman, Palo Alto Research Center, Palo Alto, CA; "
CHI,3,http://dx.doi.org/10.1145/642611.642665,Harnessing curiosity to increase correctness in end-user programming,26,25,128,"1,010",assertions; debugging aids; elicitation methods; forms/3; human factors; interactive environments; surprise-explain-reward strategy; theory and methods,8,"81333491829, Aaron Wilson, Oregon State University, Corvallis, OR; 81100337865, Margaret Burnett, Oregon State University, Corvallis, OR; 81100022759, Laura Beckwith, Oregon State University, Corvallis, OR; 81100149095, Orion Granatir, Oregon State University, Corvallis, OR; 81100005466, Ledah Casburn, Oregon State University, Corvallis, OR; 81452601376, Curtis Cook, Oregon State University, Corvallis, OR; 81543670056, Mike Durham, Oregon State University, Corvallis, OR; 81100252594, Gregg Rothermel, Oregon State University, Corvallis, OR; "
CHI,3,http://dx.doi.org/10.1145/642611.642666,"Are informal tools better?: comparing DEMAIS, pencil and paper, and authorware for early multimedia design",38,5,63,"1,593",design; evaluation/methodology; prototyping; sketching; visual language,8,"81100615948, Brian P. Bailey, University of Illinois, Urbana, IL; 81100049091, Joseph A. Konstan, University of Minnesota, Minneapolis, MN; "
CHI,3,http://dx.doi.org/10.1145/642611.642668,Pocket PiCoMap: a case study in designing and assessing a handheld concept mapping tool for learners,6,3,25,"2,039",design; human factors,8,"81100570840, Kathleen Luchini, University of Michigan/UM, Ann Arbor, MI; 81100211248, Chris Quintana, University of Michigan/UM, Ann Arbor, MI; 81332528788, Elliot Soloway, University of Michigan/UM, Ann Arbor, MI; "
CHI,3,http://dx.doi.org/10.1145/642611.642669,Navigating in a mobile XHTML application,31,5,57,"3,288",evaluation/methodology; human information processing; interaction styles; mobile phones; navigation; style guides; wap; xhtml mobile profile,8,"81100306087, Anne Kaikkonen, Nokia Research Center, Nokia Group, Finland; 81100443285, Virpi Roto, Nokia Research Center, Nokia Group, Finland; "
CHI,3,http://dx.doi.org/10.1145/642611.642670,Mobile computing in the retail arena,38,5,100,"3,425",evaluation/methodology; mobile interfaces; prototyping; situated computing; user interfaces; wireless communication,8,"81100281927, Erica Newcomb, Georgia Institute of Technology, Atlanta, GA; 81100415136, Toni Pashley, Georgia Institute of Technology, Atlanta, GA; 81100573160, John Stasko, Georgia Institute of Technology, Atlanta, GA; "
